PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2023,Electromechanical Equipment Assemblers,detailed,"1,970",12.1,0.749,2.23,19.98,"41,550",2.3,13.05,15.82,19.51,23.59,28.37,"27,140","32,910","40,590","49,070","59,010",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2031,Engine and Other Machine Assemblers,detailed,**,**,**,**,23.71,"49,330",4.7,15.71,18.79,25.04,28.15,30.02,"32,670","39,090","52,090","58,550","62,430",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2041,Structural Metal Fabricators and Fitters,detailed,980,16.3,0.374,0.65,21.98,"45,730",4.6,11.56,16.41,21.81,27.34,30.82,"24,040","34,140","45,360","56,870","64,100",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2091,Fiberglass Laminators and Fabricators,detailed,130,27.8,0.048,0.32,19.00,"39,530",6.9,12.43,15.52,17.34,19.13,25.12,"25,850","32,280","36,060","39,800","52,240",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2092,Team Assemblers,detailed,"11,360",6.5,4.325,0.53,15.38,"31,980",1.7,9.84,11.60,14.53,18.05,22.65,"20,470","24,120","30,220","37,530","47,110",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-2099,"Assemblers and Fabricators, All Other",detailed,"2,260",13.8,0.860,0.52,19.00,"39,520",3.0,10.27,13.78,17.95,22.85,28.07,"21,360","28,660","37,340","47,530","58,390",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3011,Bakers,detailed,"2,470",9.5,0.943,0.74,14.85,"30,900",2.3,9.63,10.85,13.59,17.78,22.80,"20,030","22,570","28,270","36,980","47,410",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3021,Butchers and Meat Cutters,detailed,"1,320",6.6,0.503,0.50,19.98,"41,560",1.9,10.71,14.31,20.49,25.89,28.97,"22,280","29,770","42,610","53,860","60,260",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,860,20.6,0.329,0.29,14.27,"29,670",3.9,9.19,10.08,13.03,17.45,22.16,"19,120","20,960","27,090","36,300","46,080",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3023,Slaughterers and Meat Packers,detailed,80,30.5,0.031,0.05,14.48,"30,110",6.2,9.63,12.10,15.03,17.30,18.56,"20,030","25,160","31,270","35,980","38,600",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,320,35.1,0.124,0.84,13.86,"28,820",3.9,9.74,11.54,13.67,16.01,18.16,"20,260","24,010","28,440","33,290","37,770",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3092,Food Batchmakers,detailed,"1,880",15.8,0.714,0.74,13.34,"27,750",2.4,9.57,10.75,12.89,15.07,18.07,"19,900","22,350","26,810","31,350","37,580",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3093,Food Cooking Machine Operators and Tenders,detailed,200,23.5,0.076,0.30,14.85,"30,880",4.0,9.95,11.37,14.19,18.12,21.47,"20,700","23,640","29,520","37,680","44,650",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-3099,"Food Processing Workers, All Other",detailed,430,30.7,0.163,0.49,13.03,"27,110",4.4,9.21,9.74,11.89,15.80,18.47,"19,150","20,260","24,740","32,870","38,410",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"2,080",12.5,0.794,0.75,20.98,"43,640",2.3,13.32,16.31,20.42,24.84,29.89,"27,700","33,920","42,470","51,670","62,170",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,530,14.2,0.203,1.09,25.91,"53,900",3.5,18.61,20.95,24.15,30.11,37.03,"38,710","43,570","50,220","62,630","77,020",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,530,19.4,0.204,0.39,18.94,"39,390",4.2,12.76,15.03,18.61,22.59,26.14,"26,540","31,260","38,700","46,990","54,370",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,180,38.9,0.068,0.47,18.10,"37,640",6.5,13.59,15.68,17.37,19.12,24.06,"28,270","32,610","36,120","39,760","50,050",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,140,14.5,0.053,0.23,19.86,"41,310",3.4,14.92,16.64,19.78,23.18,26.21,"31,040","34,610","41,140","48,210","54,520",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,480",9.1,0.565,0.40,17.38,"36,150",1.6,11.46,13.66,16.87,20.95,24.16,"23,830","28,400","35,090","43,580","50,240",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,220,23.1,0.084,0.78,20.55,"42,750",7.0,11.33,15.85,19.17,23.86,33.65,"23,570","32,960","39,870","49,630","69,990",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,240",8.1,0.474,0.89,22.58,"46,960",8.0,13.15,15.53,21.62,29.41,34.90,"27,350","32,310","44,960","61,160","72,580",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,570,13.1,0.218,0.75,24.44,"50,840",5.1,14.45,17.94,23.38,31.74,36.39,"30,050","37,310","48,630","66,020","75,690",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,480,21.1,0.182,1.27,23.28,"48,430",5.3,13.50,18.51,22.60,28.58,34.76,"28,070","38,490","47,010","59,450","72,290",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4041,Machinists,detailed,**,**,**,**,24.28,"50,500",1.6,15.48,18.85,23.71,29.42,35.20,"32,200","39,210","49,320","61,190","73,210",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4051,Metal-Refining Furnace Operators and Tenders,detailed,90,33.3,0.036,0.24,20.99,"43,660",3.7,15.34,18.27,21.27,23.88,27.45,"31,900","37,990","44,250","49,680","57,100",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4052,"Pourers and Casters, Metal",detailed,40,41.8,0.015,0.21,17.59,"36,590",6.1,11.99,15.72,17.21,18.71,25.38,"24,940","32,700","35,810","38,910","52,790",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4061,"Model Makers, Metal and Plastic",detailed,90,15.8,0.036,0.77,30.38,"63,200",3.8,17.57,25.52,31.25,36.42,41.95,"36,550","53,090","65,010","75,760","87,260",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4062,"Patternmakers, Metal and Plastic",detailed,**,**,**,**,13.86,"28,820",20.3,9.20,9.50,15.53,17.35,18.43,"19,130","19,760","32,310","36,080","38,340",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4071,Foundry Mold and Coremakers,detailed,160,26.5,0.062,0.67,16.07,"33,420",4.7,11.38,13.29,15.83,18.01,20.03,"23,670","27,640","32,930","37,460","41,660",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,300",22.3,0.495,0.50,16.61,"34,540",5.7,10.15,11.72,15.30,20.30,25.36,"21,110","24,370","31,810","42,230","52,750",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,430",15.3,0.543,0.71,18.27,"38,010",3.9,10.04,13.78,17.84,22.44,27.28,"20,880","28,670","37,100","46,670","56,740",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4111,Tool and Die Makers,detailed,550,10.2,0.210,0.39,25.49,"53,010",2.8,16.80,20.38,25.70,30.15,35.47,"34,950","42,390","53,450","62,710","73,790",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"2,060",10.7,0.784,0.28,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,790,11.5,0.302,0.78,19.68,"40,930",4.9,11.78,14.23,17.86,24.40,30.55,"24,500","29,600","37,150","50,750","63,540",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,230,36.0,0.087,0.59,16.93,"35,220",3.0,12.59,14.40,16.79,19.06,22.28,"26,190","29,960","34,920","39,650","46,340",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4192,"Layout Workers, Metal and Plastic",detailed,30,42.4,0.012,0.15,22.28,"46,340",2.9,16.19,17.57,21.55,27.06,29.25,"33,680","36,550","44,820","56,280","60,840",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,630,15.9,0.239,0.93,17.56,"36,530",4.3,11.64,13.58,16.68,20.74,26.32,"24,220","28,240","34,690","43,150","54,740",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,110,26.8,0.042,0.57,18.44,"38,360",4.6,12.37,15.06,17.74,21.74,25.61,"25,730","31,330","36,910","45,210","53,260",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-4199,"Metal Workers and Plastic Workers, All Other",detailed,430,16.4,0.164,1.02,17.35,"36,100",5.3,11.41,13.23,15.86,19.16,27.07,"23,740","27,510","32,990","39,850","56,310",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-5111,Prepress Technicians and Workers,detailed,640,17.3,0.244,0.95,24.57,"51,100",5.8,16.86,19.92,23.56,29.20,34.83,"35,070","41,440","49,000","60,730","72,440",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-5112,Printing Press Operators,detailed,"2,910",10.1,1.107,0.91,21.94,"45,630",2.5,13.94,16.99,21.37,26.63,30.89,"28,990","35,330","44,450","55,390","64,240",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-5113,Print Binding and Finishing Workers,detailed,520,12.3,0.196,0.52,17.74,"36,900",3.0,10.69,14.49,17.70,21.30,23.98,"22,230","30,140","36,810","44,300","49,880",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6011,Laundry and Dry-Cleaning Workers,detailed,"4,230",6.9,1.613,1.10,11.49,"23,900",2.2,9.12,9.33,10.62,12.61,15.11,"18,970","19,410","22,080","26,240","31,420",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,520,30.7,0.199,0.57,12.13,"25,230",4.3,9.12,9.62,11.53,13.97,16.56,"18,970","20,010","23,990","29,060","34,440",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6031,Sewing Machine Operators,detailed,"1,400",12.3,0.532,0.52,13.03,"27,100",2.7,9.27,10.03,12.66,14.91,17.80,"19,290","20,860","26,340","31,000","37,030",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6041,Shoe and Leather Workers and Repairers,detailed,**,**,**,**,15.65,"32,560",5.5,10.20,10.91,12.08,21.19,22.88,"21,220","22,690","25,130","44,070","47,590",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6051,"Sewers, Hand",detailed,290,24.7,0.112,2.24,16.01,"33,310",6.8,9.72,11.73,16.04,20.22,22.77,"20,220","24,410","33,360","42,060","47,370",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,340,23.6,0.131,0.91,15.96,"33,190",7.7,9.24,10.76,15.93,20.32,23.84,"19,230","22,380","33,120","42,270","49,580",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,120,29.5,0.044,0.53,15.39,"32,010",5.1,9.20,9.49,16.34,18.35,21.14,"19,130","19,740","33,980","38,180","43,970",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,160,11.8,0.059,0.56,15.60,"32,460",4.4,10.81,12.74,15.30,17.97,20.87,"22,480","26,490","31,830","37,380","43,410",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,290,23.9,0.112,0.69,18.41,"38,300",5.7,12.37,15.80,18.75,21.80,23.72,"25,740","32,870","39,000","45,350","49,340",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,240,9.1,0.090,0.45,14.20,"29,540",2.5,11.02,12.67,13.93,15.25,18.16,"22,920","26,350","28,980","31,720","37,770",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,80,10.4,0.030,0.21,15.36,"31,940",3.4,10.29,12.22,14.41,18.79,21.97,"21,400","25,420","29,980","39,090","45,700",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6093,Upholsterers,detailed,160,19.8,0.062,0.28,18.54,"38,560",4.7,12.14,14.06,17.14,21.51,28.43,"25,250","29,250","35,650","44,730","59,140",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,130,24.6,0.051,0.42,15.41,"32,060",5.0,10.54,12.46,14.89,18.21,21.35,"21,920","25,920","30,980","37,880","44,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-7011,Cabinetmakers and Bench Carpenters,detailed,"1,010",12.1,0.383,0.56,19.27,"40,080",3.3,13.03,15.59,18.13,22.57,27.42,"27,110","32,430","37,710","46,930","57,040",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-7021,Furniture Finishers,detailed,100,33.5,0.040,0.33,22.31,"46,410",8.7,15.68,17.59,23.22,27.35,29.43,"32,610","36,580","48,300","56,900","61,220",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,90,48.2,0.036,0.10,13.77,"28,630",5.8,10.45,11.68,13.11,14.46,17.96,"21,750","24,290","27,270","30,080","37,360",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,300,22.9,0.115,0.21,16.50,"34,310",4.0,10.84,13.46,16.37,18.83,22.54,"22,540","27,990","34,040","39,170","46,870",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8012,Power Distributors and Dispatchers,detailed,120,21.6,0.047,0.56,44.35,"92,240",3.2,33.53,39.33,45.11,51.46,56.35,"69,750","81,810","93,840","107,050","117,220",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8013,Power Plant Operators,detailed,510,12.7,0.196,0.72,36.64,"76,210",2.3,27.17,32.18,38.05,42.92,45.92,"56,510","66,940","79,140","89,270","95,520",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8021,Stationary Engineers and Boiler Operators,detailed,520,21.1,0.199,0.79,30.81,"64,090",3.0,23.10,26.34,30.60,35.59,38.92,"48,040","54,780","63,650","74,020","80,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"1,120",8.0,0.426,0.51,25.52,"53,080",1.4,18.83,21.89,25.88,29.15,33.12,"39,170","45,530","53,830","60,640","68,900",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8091,Chemical Plant and System Operators,detailed,240,31.6,0.091,0.36,28.63,"59,550",4.6,21.41,24.61,28.34,33.22,36.93,"44,540","51,200","58,940","69,100","76,810",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8092,Gas Plant Operators,detailed,**,**,**,**,34.12,"70,970",4.4,29.62,32.30,34.83,37.36,38.95,"61,610","67,190","72,450","77,710","81,020",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,50,49.8,0.018,0.06,31.67,"65,870",5.0,25.44,28.14,32.05,35.50,37.58,"52,900","58,530","66,660","73,850","78,160",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9011,Chemical Equipment Operators and Tenders,detailed,860,35.3,0.329,0.67,23.33,"48,530",3.2,14.53,18.52,22.60,28.58,34.26,"30,220","38,530","47,000","59,450","71,260",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"1,140",20.4,0.433,1.25,18.26,"37,990",2.9,13.21,15.25,17.73,21.22,24.03,"27,480","31,730","36,880","44,140","49,970",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,230,43.8,0.089,0.39,19.21,"39,950",6.7,12.01,14.72,19.20,23.82,27.47,"24,980","30,620","39,940","49,540","57,140",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9022,"Grinding and Polishing Workers, Hand",detailed,480,18.1,0.182,0.89,15.52,"32,280",2.8,10.22,11.96,15.12,18.38,22.08,"21,260","24,880","31,440","38,230","45,930",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"1,750",14.2,0.668,0.71,18.76,"39,020",1.4,13.45,15.91,18.51,21.78,23.97,"27,970","33,100","38,500","45,300","49,860",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9031,"Cutters and Trimmers, Hand",detailed,130,16.3,0.051,0.44,12.58,"26,160",3.0,9.90,10.62,11.82,14.15,16.66,"20,600","22,090","24,590","29,430","34,650",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,750,12.1,0.286,0.62,18.05,"37,550",2.6,11.71,15.15,17.97,21.46,23.92,"24,360","31,500","37,390","44,640","49,760",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,500,16.2,0.191,0.37,18.89,"39,300",6.4,11.77,14.28,18.31,23.74,27.58,"24,480","29,690","38,080","49,370","57,370",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,180,29.2,0.070,0.49,15.52,"32,270",5.9,10.87,13.19,15.87,17.88,19.11,"22,600","27,430","33,000","37,180","39,740",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,**,**,**,**,22.04,"45,830",1.7,13.14,16.57,20.99,27.02,33.44,"27,340","34,460","43,670","56,200","69,560",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9071,Jewelers and Precious Stone and Metal Workers,detailed,240,32.7,0.090,0.49,23.11,"48,080",7.2,15.27,17.29,22.35,29.72,34.31,"31,760","35,950","46,480","61,810","71,370",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9081,Dental Laboratory Technicians,detailed,720,22.4,0.275,1.01,23.26,"48,380",4.8,13.25,16.63,22.83,28.30,33.59,"27,570","34,600","47,480","58,860","69,880",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9082,Medical Appliance Technicians,detailed,360,24.8,0.136,1.28,21.63,"44,980",8.2,12.40,16.21,19.79,26.22,30.68,"25,800","33,720","41,150","54,530","63,810",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9083,Ophthalmic Laboratory Technicians,detailed,320,34.6,0.121,0.60,15.90,"33,060",4.5,10.34,12.68,15.12,18.19,23.06,"21,500","26,380","31,440","37,830","47,960",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"6,790",12.6,2.586,0.94,14.13,"29,390",2.2,9.50,10.77,13.21,16.46,20.18,"19,760","22,400","27,480","34,240","41,980",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"1,150",12.0,0.438,0.68,18.36,"38,190",2.7,12.40,14.45,17.68,21.61,24.52,"25,780","30,060","36,770","44,940","51,000",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9122,"Painters, Transportation Equipment",detailed,500,18.7,0.189,0.50,23.06,"47,960",5.7,13.37,17.02,24.36,27.84,29.88,"27,820","35,400","50,660","57,910","62,150",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9123,"Painting, Coating, and Decorating Workers",detailed,**,**,**,**,17.02,"35,390",6.3,9.37,15.49,17.00,18.52,22.51,"19,490","32,210","35,370","38,520","46,820",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9141,Semiconductor Processors,detailed,510,41.4,0.194,1.10,19.21,"39,960",3.9,12.79,14.95,18.12,22.91,28.10,"26,610","31,100","37,700","47,650","58,450",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9151,Photographic Process Workers and Processing Machine Operators,detailed,510,22.2,0.194,1.12,18.90,"39,320",10.9,9.63,11.12,14.39,30.26,34.94,"20,030","23,130","29,920","62,930","72,680",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,**,**,**,**,15.14,"31,490",8.8,10.02,10.93,13.10,18.80,23.40,"20,840","22,730","27,250","39,100","48,680",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,170,10.0,0.065,0.52,15.39,"32,010",2.5,9.34,11.29,13.93,19.30,23.87,"19,420","23,470","28,970","40,150","49,650",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,40,45.8,0.013,0.23,17.69,"36,790",7.6,9.19,9.52,17.27,24.74,28.06,"19,120","19,800","35,920","51,450","58,360",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9194,Etchers and Engravers,detailed,250,23.5,0.096,1.40,18.63,"38,740",4.4,12.90,14.56,18.43,22.21,24.71,"26,830","30,280","38,340","46,190","51,400",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,300,22.7,0.116,0.41,20.25,"42,110",7.5,11.15,14.62,19.70,23.17,30.24,"23,200","30,400","40,980","48,200","62,900",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,570,20.5,0.216,0.33,18.31,"38,090",7.0,9.32,13.24,17.43,22.88,28.68,"19,380","27,540","36,260","47,580","59,650",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9198,Helpers--Production Workers,detailed,"7,430",10.3,2.832,0.89,12.82,"26,670",1.9,9.22,9.89,11.70,14.67,18.27,"19,170","20,570","24,330","30,520","38,000",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",51-9199,"Production Workers, All Other",detailed,"2,870",10.1,1.092,0.62,16.89,"35,130",3.6,11.06,12.95,15.61,19.72,24.71,"22,990","26,930","32,460","41,020","51,390",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-0000,Transportation and Material Moving Occupations,major,"124,070",2.2,47.254,0.68,18.06,"37,560",1.1,9.54,11.41,15.80,22.18,29.49,"19,850","23,730","32,860","46,140","61,330",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-1011,Aircraft Cargo Handling Supervisors,detailed,70,13.4,0.028,0.57,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",detailed,"1,900",6.1,0.723,0.57,25.17,"52,350",1.7,14.37,19.08,23.57,29.80,40.03,"29,890","39,680","49,030","61,990","83,260",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"2,440",6.0,0.929,0.63,29.58,"61,520",2.5,16.44,21.28,28.06,36.47,45.47,"34,190","44,270","58,370","75,860","94,570",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,360,7.5,0.137,0.23,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-2012,Commercial Pilots,detailed,"1,050",3.6,0.399,1.39,*,"66,370",8.9,*,*,*,*,*,"43,860","49,510","57,500","79,970","95,350",TRUE,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-2022,Airfield Operations Specialists,detailed,90,21.9,0.035,0.61,25.95,"53,980",5.5,13.89,19.67,25.81,29.99,40.14,"28,890","40,910","53,680","62,380","83,490",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-2031,Flight Attendants,detailed,"1,500",3.6,0.572,0.73,*,"46,220",2.0,*,*,*,*,*,"25,990","35,510","44,230","55,250","71,330",TRUE,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,670,24.7,0.255,1.76,15.81,"32,880",6.6,10.15,11.57,13.97,19.74,25.02,"21,110","24,060","29,060","41,060","52,040",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-3021,"Bus Drivers, Transit and Intercity",detailed,"4,030",8.3,1.534,1.25,23.57,"49,020",9.3,11.78,16.26,22.25,32.55,36.48,"24,510","33,820","46,290","67,700","75,880",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-3022,"Bus Drivers, School or Special Client",detailed,"8,810",6.5,3.357,0.92,15.32,"31,870",2.6,9.99,11.82,14.07,18.71,22.86,"20,790","24,580","29,270","38,920","47,550",,
MA,71650,"Boston-Cambridge-Nashua, MA-NH",53-3031,Driver/Sales Workers,detailed,"6,670",14.8,2.542,0.84,14.65,"30,480",3.4,9.10,9.44,12.33,18.72,24.11,"18,930","19,640","25,650","38,930","50,150",,
